id,name
677,коньяк
678,копчености
679,коренья
680,кориандр
681,кориандр зелень
682,кориандр молотый
683,кориандр семена
684,коринка
685,корица
686,корица молотая
687,корнишоны
688,корнишоны маринованые
689,корюшка
690,корюшка горячего копчения
691,кости
692,кости мозговые
693,кость сахарная
694,кофе в зернах
695,кофе зеленый
696,кофе молотый
697,кофе растворимый
698,кофе свежесваренный
699,кофе черный
700,кофе эспрессо
701,кофейные зерна в шоколаде
702,кофейный ликер
703,кофейный ликер Kahlua
704,кофейный напиток
705,кофейный сироп
706,кофейный экстракт
707,краб снежный
708,крабовое мясо
709,крабовые палочки
710,крабы
711,крапива
712,краситель пищевой
713,краситель пищевой вишневый
714,краситель пищевой желтый
715,краситель пищевой зеленый
716,краситель пищевой красный
717,краситель пищевой оранжевый
718,краситель пищевой фиолетовый
719,краситель пищевой черный
720,краситель-гель пищевой
721,красная смородина
722,"красная смородина, протертая с сахаром"
723,красноперка
724,красносмородиновое варенье
725,красный винный соус
726,крахмал
727,креветки
728,креветки замороженные
729,креветки королевские
730,креветки очищенные
731,креветки очищенные в рассоле
732,креветки салатные
733,креветки сушеные
734,креветки тигровые
735,крекер
736,крекер соленый
737,крем заварной
738,крем заварной порошковый
739,крем-фреш
740,кресс-салат
741,кровь
742,кролик
743,кролик тушка
744,кролик филе
745,кроличья печень
746,круассаны
747,крутоны мелкие
748,крыжовник
749,крыжовниковое варенье
750,кукуруза
751,кукуруза замороженная
752,кукуруза консервированная
753,кукуруза обжаренная кикос
754,кукурузная крупа
755,кукурузная мука
756,кукурузное масло
757,кукурузные лепешки
758,кукурузные палочки
759,кукурузные хлопья
760,кукурузные хлопья глазированные
761,кукурузные чипсы
762,кукурузный (золотой) сироп
763,кукурузный крахмал
764,кумин
765,кумкваты
766,кунжут
767,кунжут черный
768,кунжутная мука
769,кунжутная паста
770,кунжутное масло
771,кунжутные семечки
772,купаты
773,курага
774,курдючное сало
775,курдючный жир
776,куриная ветчина
777,куриная кожа
778,куриная печень
779,куриное карпаччо
780,куриное филе
781,куриные бедра
782,куриные голени
783,куриные голени копченые
784,куриные грудки
785,куриные грудки вареные
786,куриные грудки копченые
787,куриные желудочки
788,куриные кости
789,куриные крылья
790,куриные окорочка
791,куриные окорочка копченые
792,куриные потрошки
793,куриные сердечки
794,куриный бульон
795,куриный паштет
796,куриный суповой набор
797,куриный фарш
798,курица
799,курица вареная
800,курица для жарки
801,курица копченая
802,курица тушка
803,куркума
804,куропатки
805,кускус
806,кускус жемчужный
807,кэроб
808,лаванда
809,лаванда сушеная
810,лавандовый краситель
811,лаваш
812,лаваш армянский
813,лаваш персидский круглый
814,лаваш тонкий
815,лавровые листья свежие
816,лавровый лист
817,лайм
818,лайм листья
819,лаймовая цедра
820,лаймовый сок
821,лангустины
822,лапша
823,лапша для лагмана
824,лапша ширатаки
825,лапша яичная в гнездах
826,латук
827,легкие
828,лед
829,леди-фиш тушка
830,лемонграсс (лимонное сорго)
831,лен семена
832,лепешки
833,лепешки арабские
834,лесные орехи
835,лечо
836,ливер
837,ликер
838,ликер Alchermes
839,ликер Amaretto
840,ликер Baileys
841,ликер Cointreau
842,ликер кремовый
843,ликер сливочный
844,лимонад
845,лимонная кислота
846,лимонная цедра
847,лимонник стебель
848,лимонник ягоды
849,лимонные корочки засахаренные
850,лимонные цукаты
851,лимонный сок
852,лимонный уксус
853,лимонный экстракт
854,лимончелло
855,лимоны
856,лингвине
857,лисички
858,лисички сушеные
859,личи
860,личи компот
861,лобстер
862,лонган
863,лонгконг
864,лососевые молоки
865,лососевый фарш
866,лосось
867,лосось горячего копчения
868,лосось копченый
869,лосось свежесоленый
870,лосось свежий
871,лосось свежий филе
872,лосось слабосоленый
873,лосось стейки
874,лосось филе
875,лосось филе на коже
876,лосось холодного копчения
877,лосятина
878,лук белый
879,лук зеленый
880,лук красный
881,лук маринованный
882,лук репчатый
883,лук репчатый мелкий
884,лук салатный
885,лук сушеный
886,лук-порей
887,лук-резанец
888,лук-шалот
889,лук-шалот красный
890,луковая шелуха
891,луковый порошок
892,льняная мука
893,льняное масло
894,льняное семя
895,льняное семя молотое
896,любисток
897,маасдам
898,мадера
899,майонез
900,майонез «Слобода» Легкий
901,майонез «Слобода» На перепелиных яйцах
902,майонез «Слобода» Оливковый
903,майонез «Слобода» Провансаль
904,майонез «Слобода» С лимонным соком
905,майонез «Слобода» Сметанный
906,майонез домашний
907,майонез легкий
908,майонез оливковый
909,майонезный соус «Слобода» Постный
910,майоран
911,майоран свежий
912,майоран сушеный
913,мак
914,мак молотый
915,макаронные изделия
916,макаронные изделия мелкие
917,макароны
918,макароны баветте
919,макароны букатини
920,макароны джильи
921,макароны диталони
922,макароны орзо
923,макароны рисони
924,макароны-бабочки (farfalle)
925,макароны-бабочки (farfalle) мини
926,макароны-бантики
927,макароны-звездочки
928,макароны-ракушки (conchiglie rigate)
929,макароны-ракушки (conchiglie)
930,макароны-ракушки крупные
931,макароны-рожки (pipe rigate)
932,макароны-спиральки (fusilli)
933,макароны-ушки (orecchiette)
934,маккерончини
935,маковая масса
936,малина
937,малина замороженная
938,малина сушеная
939,"малина, протертая с сахаром"
940,малиновое варенье
941,малиновое желе
942,малиновое пюре
943,малиновый джем
944,малиновый крем
945,малиновый сироп
946,малиновый соус
947,малиновый уксус
948,малиновый чай
949,манго
950,манго консервированное
951,манговый сироп
952,мангольд
953,мангустин
954,мандариновое пюре
955,мандариновые цукаты
956,мандариновый сок
957,мандарины
958,мандарины в собственном соку
959,манная крупа
960,маракуйя
961,маргарин
962,маргарин сливочный
963,мармелад
964,мармелад бутербродный
965,марсала
966,мартини
967,мартини красный
968,марципан
969,марципан зеленый
970,марципан розовый
971,маршмеллоу
972,маршмеллоу крем
973,маршмеллоу мини
974,маскарпоне
975,маслины
976,маслины без косточек
977,масло авокадо
978,масло виноградных косточек
979,масло грецкого ореха
980,масло для фритюра
981,масло кедрового ореха
982,маслята
983,мастика
984,мастика желатиновая
985,мастика шоколадная
986,матча
987,мафальдине
988,маца
989,мацони
990,маш
991,мед
992,мед акации
993,мед гречишный
994,мед жидкий
995,мед лавандовый
996,мелисса
997,меренги
998,мидии
999,мидии в раковинах
1000,мидии в раковинах крупные черные
1001,мидии в раковинах мелкие зеленые
1002,мидии замороженные
1003,мидии копченые в масле
1004,микрозелень
1005,миндаль
1006,миндаль жареный
1007,миндаль измельченный
1008,миндаль очищенный
1009,миндаль рубленый
1010,миндальная масса
1011,миндальная мука
1012,миндальная паста
1013,миндальная эссенция
1014,миндальное масло
1015,миндальное молоко
1016,миндальное печенье
1017,миндальное пралине
1018,миндальные лепестки
1019,миндальный ликер
1020,миндальный сироп
1021,миндальный экстракт
1022,мини-кукуруза
1023,минога
1024,минтай
1025,минтай печень
1026,минтай филе
1027,мисо-паста
1028,мисо-суп
1029,можжевельник ягоды
1030,мойва
1031,моллюски
1032,молоко
1033,"молоко 0,5%"
1034,"молоко 1,5%"
1035,"молоко 2,5%"
1036,"молоко 3,2%"
1037,"молоко 3,6%"
1038,молоко 4%
1039,молоко 6%
1040,молоко козье
1041,молоко концентрированное
1042,молоко рисовое
1043,молоко сгущенное
1044,молоко сгущенное вареное
1045,молоко сгущенное с какао
1046,молоко сухое
1047,молоко сухое обезжиренное
1048,молоко топленое
1049,молочная смесь
1050,молочные продукты
1051,морепродукты
1052,морковное пюре
1053,морковь
1054,морковь вареная
1055,морковь крупная
1056,морковь молодая
1057,морковь по-корейски
1058,морковь тертая
1059,мороженое
1060,мороженое ванильное
1061,мороженое клубничное
1062,мороженое лимонное
1063,мороженое малиновое
1064,мороженое пломбир
1065,мороженое шоколадное
1066,морошка
1067,морские гребешки
1068,морской коктейль
1069,морской коктейль в масле
1070,морской коктейль замороженный
1071,морской черт
1072,морской язык
1073,морской язык филе
1074,мортаделла
1075,моцарелла
1076,моцарелла для запекания
1077,моцарелла для пиццы
1078,моцарелла мини
1079,моцарелла с травами
1080,моцарелла шарик большой
1081,мука
1082,мука 1 сорт
1083,мука 2 сорт
1084,мука «Аладушкин»
1085,мука грубого помола
1086,мука для темпуры
1087,мука из пророщенной пшеницы
1088,мука манитоба
1089,мука с отрубями
1090,мука с семечками
1091,мука самоподнимающаяся
1092,мука хлебопекарная
1093,мука цельнозерновая
1094,мускат белый
1095,мускатное вино
1096,мускатный орех
1097,мускатный орех молотый
1098,мюсли
1099,мягкий творог
1100,мясной бульон
1101,мясной фарш
1102,мясо
1103,мясо дикого кабана
1104,мясо криля
1105,мясо на косточке
1106,мята
1107,мята сушеная
1108,мятный сироп
1109,мятный шнапс
1110,нардек
1111,нектарины
1112,нога ягненка без кости
1113,нори
1114,нуга
1115,нуга с орехами
1116,нут
1117,нут консервированный
1118,нутелла
1119,нутовая мука
1120,облепиха
1121,облепиха замороженная
1122,облепиховый сироп
1123,овощи
1124,овощная смесь
1125,овощная смесь замороженная
1126,овощная смесь замороженная для wok
1127,овощная смесь по-китайски
1128,овощной бульон
1129,овсяная мука
1130,овсяное молоко
1131,овсяное печенье
1132,овсяное толокно
1133,овсяные зерна
1134,овсяные отруби
1135,овсяные хлопья
1136,овсяные хлопья быстрого приготовления
1137,огуречный рассол
1138,огурцы
1139,огурцы консервированные
1140,огурцы малосольные
1141,огурцы маринованные
1142,огурцы свежие
1143,огурцы соленые
1144,одуванчики
1145,окорок
1146,окорок варено-копченый
1147,окунь
1148,окунь красный филе
1149,окунь морской
1150,окунь морской филе
1151,окунь филе
1152,оленина
1153,оливки
1154,оливки без косточек
1155,оливки зеленые
1156,оливки зеленые консервированные
1157,оливки каламата
1158,оливки консервированные
1159,оливки черные
1160,"оливки, фаршированные анчоусами"
1161,оливковая паста
1162,оливковое масло
1163,оливковое масло Extra Virgin
1164,опунция плоды
1165,опята
1166,опята замороженные
1167,опята маринованные
1168,орегано
1169,орегано свежий
1170,орегано сушеный
1171,орехи
1172,орехи бразильские
1173,орехи макадамия
1174,орехи пекан
1175,орехи пинии
1176,ореховая крошка
1177,ореховая паста
1178,ореховое масло
1179,ореховый ликер
1180,ореховый соус
1181,осетр
1182,осетрина холодного копчения
1183,осьминог
1184,осьминоги консервированные
1185,осьминоги мини
1186,отруби
1187,ошеек
1188,пагр
1189,пажитник
1190,пажитник семена
1191,палтус
1192,пальмовое масло
1193,пангасиус
1194,панеттоне
1195,панчетта
1196,папайя
1197,папайя консервированная в собственном соку
1198,папоротник
1199,папоротник соленый
1200,паппарделле
1201,паприка
1202,паприка копченая
1203,паприка красная
1204,паприка красная молотая
1205,паприка острая копченая
1206,паприка сладкая
1207,паприка сладкая копченая
1208,паприка сладкая хлопьями
1209,пармезан
1210,паста
1211,паста веджимайт
1212,паста тахини
1213,паста хариса
1214,пастернак
1215,пастила
1216,пастила виноградная
1217,патиссоны
1218,патока
1219,патока крахмальная
1220,патока черная (меласса)
1221,пахта
1222,паштет
1223,пекарский порошок
1224,пекорино
1225,пектин
1226,пеленгас
1227,пельмени
1228,пенне
1229,пенне ригате
1230,пеперончино
1231,пеперончино молотый
1232,переводной лист для шоколада
1233,перепелки
1234,перец
1235,перец белый
1236,перец белый горошком
1237,перец белый молотый
1238,перец белый свежемолотый
1239,перец болгарский
1240,перец болгарский желтый
1241,перец болгарский зеленый
1242,перец болгарский красный
1243,перец горошком
1244,перец горошком смесь
1245,перец душистый
1246,перец душистый горошком
1247,перец душистый молотый
1248,перец испанский острый
1249,перец кайенский
1250,перец кайенский красный
1251,перец кайенский молотый
1252,перец красный
1253,перец красный горошком
1254,перец красный жгучий
1255,перец красный молотый
1256,перец красный острый
1257,перец красный острый молотый
1258,перец красный хлопьями
1259,перец лимонный
1260,перец маринованный
1261,перец острый
1262,перец острый зеленый
1263,перец острый молотый
1264,перец падрон
1265,перец пеперони
1266,перец пеперони красный
1267,перец розовый горошком
1268,перец свежемолотый смесь
1269,перец сенегальский
1270,перец сладкий
1271,перец сладкий желтый
1272,перец сладкий зеленый
1273,перец сладкий красный
1274,перец сладкий красный маринованный
1275,перец сладкий красный молотый
1276,перец сладкий оранжевый
1277,перец сладкий сушеный
1278,перец сычуаньский
1279,перец халапеньо
1280,перец халапеньо маринованный
1281,перец черный
1282,перец черный горошком
1283,перец черный молотый
1284,перец черный свежемолотый
1285,перец чили
1286,перец чили зеленый
1287,перец чили красный
1288,перец чили маринованный
1289,перец чили молотый
1290,перец чили сухой
1291,перец чили хлопьями
1292,перец ямайский
1293,перловая крупа
1294,перловая мука
1295,персики
1296,персики консервированные
1297,персики сушеные
1298,персиковое пюре
1299,персиковый джем
1300,персиковый мармелад
1301,персиковый сироп
1302,персиковый сок
1303,перцовая паста
1304,петрушка
1305,петрушка зелень
1306,петрушка итальянская
1307,петрушка корень
1308,петрушка рубленая
1309,петрушка сушеная
1310,печень
1311,печенье
1312,печенье Oreo
1313,печенье «Дамские пальчики»
1314,печенье Амаретти
1315,печенье Савоярди
1316,печенье Юбилейное молочное
1317,печенье бисквитное
1318,печенье галетное
1319,печенье песочное
1320,печенье рассыпчатое
1321,печенье сахарное
1322,печенье сладкое
1323,печенье сухое
1324,печенье шоколадное
1325,пиво
1326,пиво имбирное
1327,пиво нефильтрованное
1328,пиво светлое
1329,пиво темное
1330,пикша
1331,питы
1332,повидло
1333,подсолнечное масло
1334,подсолнечные семечки
1335,полба
1336,полба недозрелая
1337,полента
1338,полента быстрого приготовления
1339,помело
1340,помидоры
1341,помидоры бурые
1342,помидоры вяленые
1343,помидоры вяленые в масле
1344,помидоры желтые
1345,помидоры зеленые
1346,помидоры консервированные
1347,помидоры консервированные в собственном соку
1348,помидоры консервированные в собственном соку с базиликом
1349,помидоры протертые пассата
1350,помидоры соленые
1351,помидоры сушеные хлопьями
1352,помидоры черри
1353,помидоры черри желтые
1354,попкорн
1355,поросенок
1356,портвейн
1357,портобелло
1358,портулак
1359,посыпка кондитерская
1360,почки
1361,приправа 4 перца
1362,приправа 5 специй (five spice)
1363,приправа для баранины
1364,приправа для картофеля
1365,приправа для курицы
1366,приправа для макарон
1367,приправа для маринования свинины
1368,приправа для морепродуктов
1369,приправа для мяса
1370,приправа для паэльи
1371,приправа для пиццы
1372,приправа для плова
1373,приправа для птицы
1374,приправа для рыбы
1375,приправа для салатов
1376,приправа заатар
1377,приправа креольская
1378,приправа с сушеными грибами
1379,приправы
1380,прованские травы
1381,проволоне
1382,просекко
1383,простокваша
1384,протеин сывороточный
1385,прошутто
1386,пряники
1387,пряничные специи
1388,пряности
1389,псиллиум
1390,птитим
1391,пудинг
1392,пудинг ванильный
1393,пудинг ванильный инстант
1394,пудинг карамельный
1395,пшеница
1396,пшеничная крупа
1397,пшеничная мука
1398,пшеничная мука цельнозерновая
1399,пшеничные зародыши
1400,пшеничные отруби
1401,пшеничные ростки
1402,пшеничные хлопья
1403,пшенные хлопья
1404,пшено
1405,пыльца цветочная
1406,пюре
1407,радиккио
1408,разрыхлитель
1409,раки
1410,раковые шейки
1411,раковые шейки в рассоле
1412,рамбутан
1413,рапаны
1414,рапсовое масло
1415,рассол
1416,рассол от каперсов
1417,рассол от оливок
1418,растительное масло
1419,растительное масло для жарки
1420,растительное масло нерафинированное
1421,растительное масло рафинированное
1422,растительное молоко
1423,ревень
1424,реган
1425,редис
